rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
48,doi:10.1108/k-07-2013-0160,A cost-effectiveness assessment model using grey correlation analysis for power transformer selection based on life cycle cost,2014,Kybernetes,https://doi.org/10.1108/k-07-2013-0160,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
49,doi:10.3390/bioengineering11100978,Identification of Anomalies in Lung and Colon Cancer Using Computer Vision-Based Swin Transformer with Ensemble Model on Histopathological Images,2024,Bioengineering,https://doi.org/10.3390/bioengineering11100978,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
50,doi:10.1186/s41601-023-00319-5,Data-driven next-generation smart grid towards sustainable energy evolution: techniques and technology review,2023,Protection and Control of Modern Power Systems,https://doi.org/10.1186/s41601-023-00319-5,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
51,doi:10.1016/s0378-3758(98)00136-0,Random selection in ranked set sampling and its applications,1999,Journal of Statistical Planning and Inference,https://doi.org/10.1016/s0378-3758(98)00136-0,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
52,doi:10.3390/sym15122129,Energy-Efficient Deep Neural Networks for EEG Signal Noise Reduction in Next-Generation Green Wireless Networks and Industrial IoT Applications,2023,Symmetry,https://doi.org/10.3390/sym15122129,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
53,title:accelerating transformer based monocular slam via geometric utility scoring,Accelerating Transformer-Based Monocular SLAM via Geometric Utility Scoring,2026,arXiv (Cornell University),https://openalex.org/W7154539827,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
54,doi:10.1155/etep/8938310,Research on Photovoltaic Generation–Battery Energy Storage System Power Forecasting and Coordinated Scheduling Strategy Based on Transformer,2026,International Transactions on Electrical Energy Systems,https://doi.org/10.1155/etep/8938310,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
55,doi:10.2139/ssrn.6793806,A Novel Resilient FDIA-Aware Federated Learning Framework for Energy Community-Driven Smart Grids: A Transformer-Based Committee Consensus Mechanism,,,https://doi.org/10.2139/ssrn.6793806,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
56,doi:10.65521/ijasret.v9i10.1497,Transformer-Based Framework For Sequential And Probabilistic Energy Load Forecasting,2025,International Journal of Advanced Scientific Research and Engineering Trends,https://doi.org/10.65521/ijasret.v9i10.1497,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
57,doi:10.3390/electronics14173354,CNN–Transformer-Based Model for Maritime Blurred Target Recognition,2025,Electronics,https://doi.org/10.3390/electronics14173354,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
58,doi:10.2174/0126662558438878251226082739,A Novel Model for Stock Price Forecasting Based on Improved DA-RNN and Transformer Architectures,2026,Recent Advances in Computer Science and Communications,https://doi.org/10.2174/0126662558438878251226082739,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
59,doi:10.3390/computation11110210,Transformer-Based Model for Predicting Customers’ Next Purchase Day in e-Commerce,2023,Computation,https://doi.org/10.3390/computation11110210,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
60,doi:10.21203/rs.3.rs-9114900/v2,Free-Energy Geometry and Dynamical Regime Switching under Feasibility Constraints A Transferable Dynamical Motif for Nonequilibrium Systems,,,https://doi.org/10.21203/rs.3.rs-9114900/v2,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
61,doi:10.3390/app15041894,ECA-ATCNet: Efficient EEG Decoding with Spike Integrated Transformer Conversion for BCI Applications,2025,Applied Sciences,https://doi.org/10.3390/app15041894,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
62,doi:10.47852/bonviewjcce52025158,Development of Customer-Focused Automated Systems for Transformer Design and Manufacturing: A Comprehensive Review,2025,Journal of Computational and Cognitive Engineering,https://doi.org/10.47852/bonviewjcce52025158,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
63,doi:10.32996/jcsts.2025.7.4.55,AI-Based Energy Forecasting for Smart Grids with Renewable Integration,2025,Journal of Computer Science and Technology Studies,https://doi.org/10.32996/jcsts.2025.7.4.55,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
64,doi:10.3390/diagnostics15111361,Multi-Scale Vision Transformer with Optimized Feature Fusion for Mammographic Breast Cancer Classification,2025,Diagnostics,https://doi.org/10.3390/diagnostics15111361,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
65,doi:10.3390/jcp5030043,Towards Reliable Fake News Detection: Enhanced Attention-Based Transformer Model,2025,Journal of Cybersecurity and Privacy,https://doi.org/10.3390/jcp5030043,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
66,doi:10.3390/technologies12060078,Smart Energy Systems Based on Next-Generation Power Electronic Devices,2024,Technologies,https://doi.org/10.3390/technologies12060078,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
67,doi:10.1007/s44230-023-00040-4,Artificial Intelligence Assisted Enhanced Energy Efficient Model for Device-to-Device Communication in 5G Networks,2023,Human-Centric Intelligent Systems,https://doi.org/10.1007/s44230-023-00040-4,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
68,doi:10.3390/s25154699,"Synergistic Hierarchical AI Framework for USV Navigation: Closing the Loop Between Swin-Transformer Perception, T-ASTAR Planning, and Energy-Aware TD3 Control",2025,Sensors,https://doi.org/10.3390/s25154699,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
69,doi:10.3390/su16177613,Short-Term Load Forecasting for Regional Smart Energy Systems Based on Two-Stage Feature Extraction and Hybrid Inverted Transformer,2024,Sustainability,https://doi.org/10.3390/su16177613,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.3390/e27121202,Transformer and Pre-Transformer Model-Based Sentiment Prediction with Various Embeddings: A Case Study on Amazon Reviews,2025,Entropy,https://doi.org/10.3390/e27121202,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
71,arxiv:2602.00992v2,Geometry-Aware Sampling-Based Motion Planning on Riemannian Manifolds,2026,arXiv,http://arxiv.org/abs/2602.00992v2,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.3389/fenrg.2022.764903,Transformer Vibration Detection Based on YOLOv4 and Optical Flow in Background of High Proportion of Renewable Energy Access,2022,Frontiers in Energy Research,https://doi.org/10.3389/fenrg.2022.764903,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
73,doi:10.1177/02783649231198558,Impact-aware task-space quadratic-programming control,2023,The International Journal of Robotics Research,https://doi.org/10.1177/02783649231198558,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.3389/fenrg.2022.952420,A Transformer-Based Multi-Entity Load Forecasting Method for Integrated Energy Systems,2022,Frontiers in Energy Research,https://doi.org/10.3389/fenrg.2022.952420,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
75,doi:10.1007/s10462-025-11204-y,Enhancing decentralized energy storage investments with artificial intelligence-driven decision models,2025,Artificial Intelligence Review,https://doi.org/10.1007/s10462-025-11204-y,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
76,doi:10.36001/ijphm.2017.v8i3.2667,"Prognostics and Health Management for Maintenance Practitioners - Review, Implementation and Tools Evaluation",2020,International Journal of Prognostics and Health Management,https://doi.org/10.36001/ijphm.2017.v8i3.2667,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
77,doi:10.1186/s42162-025-00519-3,Transformer fault diagnosis using machine learning: a method combining SHAP feature selection and intelligent optimization of LGBM,2025,Energy Informatics,https://doi.org/10.1186/s42162-025-00519-3,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
78,doi:10.1109/tte.2020.3039759,Energy Storage System Selection for Optimal Fuel Consumption of Aircraft Hybrid Electric Taxiing Systems,2020,IEEE Transactions on Transportation Electrification,https://doi.org/10.1109/tte.2020.3039759,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
79,doi:10.3389/fnbot.2025.1697518,Transformer-based human-motion forecasting coupled with safe reinforcement learning for telepresence robot co-navigation,2026,Frontiers in Neurorobotics,https://doi.org/10.3389/fnbot.2025.1697518,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
80,doi:10.1016/j.rser.2022.112645,Nanoparticles for next-generation transformer insulating fluids: A review,2022,Renewable and Sustainable Energy Reviews,https://doi.org/10.1016/j.rser.2022.112645,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
81,doi:10.21203/rs.3.rs-9114900/v1,Free-Energy Geometry and Dynamical Regime Switching under Feasibility Constraints A Transferable Dynamical Motif for Nonequilibrium Systems,,,https://doi.org/10.21203/rs.3.rs-9114900/v1,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
82,doi:10.3390/polym17202800,"Polymeric Frontiers in Next-Generation Energy Storage: Bridging Molecular Design, Multifunctionality, and Device Applications Across Batteries, Supercapacitors, Solid-State Systems, and Beyond",2025,Polymers,https://doi.org/10.3390/polym17202800,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
83,doi:10.3390/technologies13110507,Eyes of the Future: Decoding the World Through Machine Vision,2025,Technologies,https://doi.org/10.3390/technologies13110507,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
84,doi:10.1016/j.neucom.2025.131745,A novel energy-efficient spike transformer network for depth estimation from event cameras via cross-modality knowledge distillation,2025,Neurocomputing,https://doi.org/10.1016/j.neucom.2025.131745,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
85,doi:10.3390/app15179435,A Novel DRL-Transformer Framework for Maximizing the Sum Rate in Reconfigurable Intelligent Surface-Assisted THz Communication Systems,2025,Applied Sciences,https://doi.org/10.3390/app15179435,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.22399/ijcesen.2293,A Modified Energy Demand Forecasting Model using Hybrid CNN-LSTM with Transformer for Univariate Time Series,2025,International Journal of Computational and Experimental Science and Engineering,https://doi.org/10.22399/ijcesen.2293,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.1155/acis/6671565,An Adaptive Transformer Model for Long‐Term Time‐Series Forecasting of Temperature and Radiation in Photovoltaic Energy Generation,2025,Applied Computational Intelligence and Soft Computing,https://doi.org/10.1155/acis/6671565,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.1109/access.2022.3213996,Decoding the User’s Movements Preparation From EEG Signals Using Vision Transformer Architecture,2022,IEEE Access,https://doi.org/10.1109/access.2022.3213996,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
89,doi:10.3390/en18153958,Hydrogen Energy Storage via Carbon-Based Materials: From Traditional Sorbents to Emerging Architecture Engineering and AI-Driven Optimization,2025,Energies,https://doi.org/10.3390/en18153958,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
90,doi:10.1109/access.2020.2990123,Artificial Intelligence for Smart Renewable Energy Sector in Europe—Smart Energy Infrastructures for Next Generation Smart Cities,2020,IEEE Access,https://doi.org/10.1109/access.2020.2990123,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
91,doi:10.62311/nesx/rb-978-81-971242-5-9,Robotic Futures: Engineering the Next Wave of Intelligent Machines,2024,,https://doi.org/10.62311/nesx/rb-978-81-971242-5-9,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
92,doi:10.1609/aaai.v38i21.30335,BERTground: A Transformer-Based Model of Background Spectra on the ISS-Based NICER Space Telescope,2024,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v38i21.30335,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
93,doi:10.1109/access.2019.2956018,Motor Imagery EEG Signals Decoding by Multivariate Empirical Wavelet Transform-Based Framework for Robust Brain–Computer Interfaces,2019,IEEE Access,https://doi.org/10.1109/access.2019.2956018,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
94,doi:10.1109/lra.2024.3408075,PlaceFormer: Transformer-Based Visual Place Recognition Using Multi-Scale Patch Selection and Fusion,2024,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2024.3408075,Addresses energy-based transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Energy transformer action selection keeps action-critical alternatives explicit until a physical observation collapses them.
